,GeneId1,GeneId2,GeneId3,GeneId4,GeneId5,GeneId6,GeneId7,GeneId8,GeneId9,GeneId10,GeneId11,GeneId12,GeneId13,GeneId14,GeneId15,GeneId16,GeneId17,GeneId18,GeneId19,GeneId20,GeneId21,GeneId22,GeneId23,GeneId24,GeneId25,GeneId26,GeneId27,GeneId28,GeneId29,GeneId30,GeneId31,GeneId32,GeneId33,GeneId34,GeneId35,GeneId36,GeneId37,GeneId38,GeneId39,GeneId40,GeneId41,GeneId42,GeneId43,GeneId44,GeneId45,GeneId46,GeneId47,GeneId48,GeneId49,GeneId50,GeneId51,GeneId52,GeneId53,GeneId54,GeneId55,GeneId56,GeneId57,GeneId58,GeneId59,GeneId60,GeneId61,GeneId62,GeneId63,GeneId64,GeneId65,GeneId66,GeneId67,GeneId68,GeneId69,GeneId70,GeneId71,GeneId72,GeneId73,GeneId74,GeneId75,GeneId76,GeneId77,GeneId78,GeneId79,GeneId80,GeneId81,GeneId82,GeneId83,GeneId84,GeneId85,GeneId86,GeneId87,GeneId88,GeneId89,GeneId90,GeneId91,GeneId92,GeneId93,GeneId94,GeneId95,GeneId96,GeneId97,GeneId98,GeneId99,GeneId100,GeneId101,GeneId102,GeneId103,GeneId104,GeneId105,GeneId106,GeneId107,GeneId108,GeneId109,GeneId110,GeneId111,GeneId112,GeneId113,GeneId114,GeneId115,GeneId116,GeneId117,GeneId118,GeneId119,GeneId120,GeneId121,GeneId122,GeneId123,GeneId124,GeneId125,GeneId126,GeneId127,GeneId128,GeneId129,GeneId130,GeneId131,GeneId132,GeneId133,GeneId134,GeneId135,GeneId136,GeneId137,GeneId138,GeneId139,GeneId140,GeneId141,GeneId142,GeneId143,GeneId144,GeneId145,GeneId146,GeneId147,GeneId148,GeneId149,GeneId150,GeneId151,GeneId152,GeneId153,GeneId154,GeneId155,GeneId156,GeneId157,GeneId158,GeneId159,GeneId160,GeneId161,GeneId162,GeneId163,GeneId164,GeneId165,GeneId166,GeneId167,GeneId168,GeneId169,GeneId170,GeneId171,GeneId172,GeneId173,GeneId174,GeneId175,GeneId176,GeneId177,GeneId178,GeneId179,GeneId180,GeneId181,GeneId182,GeneId183,GeneId184,GeneId185,GeneId186,GeneId187,GeneId188,GeneId189,GeneId190,GeneId191,GeneId192,GeneId193,GeneId194,GeneId195,GeneId196,GeneId197,GeneId198,GeneId199,GeneId200,GeneId201,GeneId202,GeneId203,GeneId204,GeneId205,GeneId206,GeneId207,GeneId208,GeneId209,GeneId210,GeneId211,GeneId212,GeneId213,GeneId214,GeneId215,GeneId216,GeneId217,GeneId218,GeneId219,GeneId220,GeneId221,GeneId222,GeneId223,GeneId224,GeneId225,GeneId226,GeneId227,GeneId228,GeneId229,GeneId230,GeneId231,GeneId232,GeneId233,GeneId234,GeneId235,GeneId236,GeneId237,GeneId238,GeneId239,GeneId240,GeneId241,GeneId242,GeneId243,GeneId244,GeneId245,GeneId246,GeneId247,GeneId248,GeneId249,GeneId250,GeneId251,GeneId252,GeneId253,GeneId254,GeneId255,GeneId256,GeneId257,GeneId258,GeneId259,GeneId260,GeneId261,GeneId262,GeneId263,GeneId264,GeneId265,GeneId266,GeneId267,GeneId268,GeneId269,GeneId270,GeneId271,GeneId272,GeneId273,GeneId274,GeneId275,GeneId276,GeneId277,GeneId278,GeneId279,GeneId280,GeneId281,GeneId282,GeneId283,GeneId284,GeneId285,GeneId286,GeneId287,GeneId288,GeneId289,GeneId290,GeneId291,GeneId292,GeneId293,GeneId294,GeneId295,GeneId296,GeneId297,GeneId298,GeneId299,GeneId300
BarCode364,1,0,2,1,2,0,2,4,0,0,1,1,0,0,1,2,2,1,0,0,1,1,4,1,1,1,2,1,0,2,1,0,1,1,1,1,1,0,2,0,1,1,3,1,0,2,0,1,1,0,1,1,0,0,2,0,1,1,1,0,1,0,0,1,1,0,1,1,3,0,0,0,1,0,2,1,1,1,1,1,0,1,3,2,1,2,1,1,0,1,2,1,2,1,0,0,0,1,0,0,2,3,0,3,2,1,0,1,1,1,2,1,1,1,1,2,1,4,0,2,0,1,1,1,0,2,0,3,2,0,0,2,2,0,1,0,1,1,0,1,4,1,2,0,1,2,0,0,0,0,1,0,2,1,0,1,1,2,2,3,3,1,4,0,0,0,1,0,1,0,1,3,0,0,0,2,2,2,0,0,1,1,0,1,1,2,2,2,1,2,0,0,1,1,1,1,1,1,1,2,1,0,0,2,1,2,3,1,3,1,0,2,3,2,3,2,2,1,0,0,0,2,2,1,0,1,2,1,0,0,3,1,2,1,1,0,1,0,1,2,0,1,0,2,0,3,1,1,1,4,0,0,0,1,5,0,0,1,0,0,1,1,1,1,1,0,1,1,3,0,2,1,1,2,0,1,1,0,0,2,0,1,1,2,2,0,0,1,1,4,0,1,0,1,2,1,0,0,2,2
BarCode365,0,2,0,0,1,1,0,1,2,1,1,2,1,2,2,0,1,0,0,1,0,1,2,4,3,1,2,1,1,3,1,1,1,0,1,1,0,1,2,2,0,1,3,3,1,0,3,1,1,0,2,0,2,1,0,0,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1,0,0,1,1,3,1,0,0,1,0,2,0,3,3,1,1,2,1,4,4,2,0,1,2,0,1,0,2,2,1,2,1,1,0,1,4,0,1,1,1,1,2,1,0,2,1,3,1,0,2,0,1,2,1,1,1,3,0,2,0,3,1,0,2,1,1,2,4,0,2,2,0,0,2,2,1,0,2,1,0,0,0,1,0,2,2,0,2,0,2,0,0,3,0,2,1,0,0,2,1,3,0,0,1,3,0,1,1,1,0,0,2,0,0,1,0,1,1,2,1,2,0,1,6,1,2,1,1,1,0,0,0,2,1,5,2,0,1,1,0,0,0,2,1,2,0,2,2,0,0,2,0,2,0,0,0,5,0,0,0,0,5,2,0,1,1,3,2,0,1,1,4,0,2,1,0,2,4,1,2,2,0,0,1,1,0,0,4,3,0,1,2,2,0,5,0,0,0,0,1,1,1,1,0,0,4,3,0,3,1,1,0,1,1,1,1,1,2,0,0,0,2,1,0,2,0,1,2,1
BarCode366,1,0,1,0,0,4,0,0,3,1,1,2,1,3,2,1,0,0,0,0,1,1,1,0,2,1,2,1,1,1,0,0,3,0,2,1,0,2,2,3,2,1,0,1,2,1,1,1,2,0,1,2,1,1,0,1,2,1,1,1,1,1,1,0,1,2,0,0,2,0,0,0,0,5,0,1,2,1,0,1,1,0,0,0,2,0,3,2,0,0,3,1,2,1,2,0,1,1,2,1,0,0,2,0,0,2,2,1,1,3,1,2,0,2,2,0,0,0,2,0,2,0,0,0,0,3,0,0,3,2,0,0,0,2,1,2,2,0,1,1,1,2,0,1,1,5,1,0,0,1,1,1,1,0,1,1,1,1,0,3,0,0,1,2,1,3,0,0,0,0,1,0,1,0,3,0,0,2,2,2,1,1,1,2,0,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,1,0,2,0,2,2,1,0,2,0,1,1,1,1,1,0,2,0,1,0,3,0,1,0,1,2,1,2,2,1,4,0,0,2,1,2,1,2,1,2,1,0,0,0,0,0,2,0,1,3,1,1,0,1,2,1,0,3,2,3,1,2,0,1,0,1,0,3,0,0,1,2,2,0,0,1,0,0,2,2,1,2,1,0,1,0,1,2,0,2,0,2,2,0,2,0,2,0,4
BarCode367,1,2,1,0,1,0,2,1,0,1,2,3,1,3,0,3,0,3,1,0,0,4,1,1,2,3,1,1,0,3,0,0,1,1,1,0,0,0,0,3,1,0,1,1,1,0,1,3,1,3,0,5,4,2,2,1,3,0,5,2,1,1,1,2,1,0,2,0,2,1,0,0,0,1,0,0,1,1,0,1,0,2,0,1,0,0,2,1,1,0,0,1,0,0,5,1,1,2,2,0,0,2,0,2,1,1,0,1,1,0,1,2,2,1,2,0,3,0,0,4,2,1,0,2,0,1,2,6,1,0,0,1,0,0,2,3,1,0,4,1,0,3,2,1,0,3,2,1,1,0,0,1,1,0,1,1,4,1,1,4,0,1,1,0,0,2,1,1,1,2,1,0,1,2,1,0,0,1,2,2,2,4,1,0,4,0,1,1,3,1,0,1,0,3,1,1,1,1,1,0,1,0,1,0,0,0,0,2,4,0,4,1,0,0,1,1,1,0,1,0,4,1,1,1,2,1,2,1,1,0,1,1,0,1,1,1,1,1,4,2,1,3,0,2,1,0,1,1,0,1,0,0,5,0,0,1,2,0,2,0,0,1,3,1,0,2,2,1,1,2,2,1,3,2,0,3,0,0,0,0,2,1,0,0,4,5,0,3,1,0,0,0,4,1,1,1,0,0,0,1
BarCode368,1,0,0,0,0,1,0,0,0,1,0,1,0,4,0,1,2,0,1,2,1,2,0,1,0,0,4,1,2,1,1,0,0,1,1,1,0,1,1,1,1,3,5,0,4,1,4,2,2,3,2,1,2,3,0,3,1,2,0,0,0,1,2,2,2,0,0,1,2,1,2,1,2,2,0,1,1,1,2,1,2,3,1,0,1,0,2,2,2,2,1,4,3,0,0,1,0,0,2,0,3,3,0,1,0,0,2,1,0,1,1,0,0,1,1,1,1,1,3,1,0,1,1,2,1,1,0,2,2,0,1,0,0,2,1,2,2,4,1,1,0,1,3,1,1,1,0,1,0,2,2,3,0,2,3,1,1,0,4,1,2,1,0,0,0,0,1,1,2,1,0,3,0,0,1,1,1,1,0,0,1,2,1,0,1,0,2,1,3,4,1,0,0,3,1,1,0,1,3,0,0,1,1,0,1,1,1,0,1,1,1,1,1,2,0,5,1,5,2,4,0,0,0,2,0,0,2,1,0,0,0,4,1,1,1,2,2,1,0,0,1,0,0,1,0,0,1,1,0,2,2,1,0,0,0,3,0,1,1,2,0,1,2,2,2,1,2,0,3,0,1,2,2,1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,4,3,1,1,0,2,1,0,1
BarCode369,0,0,1,0,0,2,1,3,1,2,2,2,1,0,3,0,0,1,2,3,2,0,0,0,1,0,0,3,0,4,2,1,1,1,2,1,1,0,2,0,3,1,0,1,0,0,2,1,1,1,0,1,0,0,2,1,3,0,0,0,1,1,2,3,0,0,1,1,0,2,1,1,0,1,1,1,1,1,0,0,1,2,4,1,3,1,2,3,2,0,1,0,0,4,0,0,0,0,4,4,1,2,5,3,0,0,0,1,1,0,1,1,1,2,1,1,1,1,0,1,2,0,1,0,0,3,2,2,1,1,0,1,2,1,1,0,1,0,0,0,1,0,0,2,0,3,0,1,0,2,0,0,1,3,1,1,3,0,0,3,3,2,0,1,0,1,1,3,0,3,0,0,3,0,0,0,0,4,3,1,1,2,0,1,2,0,0,0,0,0,1,1,1,0,0,0,2,2,0,1,1,2,0,2,3,1,1,1,4,2,0,1,3,3,1,6,0,1,1,1,2,1,0,1,4,2,0,2,2,3,0,0,0,0,1,2,1,0,2,1,1,2,2,2,2,1,2,1,1,0,0,4,3,0,2,2,1,1,2,1,0,2,2,3,2,0,2,1,1,2,0,0,0,1,3,2,0,1,1,0,0,0,2,0,0,2,3,0,1,0,0,0,0,0,1,5,1,2,0,2
BarCode370,1,0,1,0,1,1,0,2,0,1,0,0,0,0,2,0,1,1,4,2,0,0,0,2,0,3,4,3,1,0,0,0,1,0,0,1,1,3,1,1,2,2,2,0,1,0,1,2,2,1,2,1,3,1,0,0,1,0,1,0,1,1,2,1,0,1,0,0,1,2,1,0,1,3,2,2,1,3,0,0,2,1,0,0,0,0,1,2,1,0,0,1,1,1,1,1,2,2,0,3,2,1,0,0,0,0,0,1,2,2,0,0,1,0,1,2,1,1,3,1,0,3,2,1,1,1,2,4,2,0,1,0,1,1,2,1,1,0,0,0,1,2,2,3,0,1,1,2,3,2,2,1,0,1,0,1,1,2,2,1,0,2,0,0,0,4,1,1,1,2,1,1,1,1,1,0,1,3,0,2,1,0,1,4,0,1,0,0,0,1,0,0,2,0,1,1,2,0,1,1,1,1,1,2,1,1,3,3,1,2,1,0,1,1,0,4,1,1,3,0,3,1,0,3,2,1,3,0,1,2,1,0,1,0,0,1,4,1,1,0,1,1,0,1,3,0,0,1,2,0,0,3,2,2,0,5,0,4,0,1,2,0,3,0,1,1,1,1,2,0,0,2,0,2,0,1,0,0,1,1,0,0,0,2,0,0,2,3,1,0,3,0,1,1,0,1,0,1,0,1
BarCode371,1,2,0,0,0,0,2,1,2,0,1,2,2,0,1,3,0,1,1,2,1,2,2,3,0,1,0,1,1,2,0,2,2,1,1,3,1,0,0,0,0,0,1,0,2,3,1,2,0,1,0,3,0,1,3,1,0,2,0,1,0,1,1,0,2,0,1,0,3,0,1,0,5,2,1,0,1,0,0,3,1,0,1,0,2,2,0,0,0,1,1,1,3,2,0,2,1,0,1,0,3,1,2,1,0,2,3,1,0,1,0,0,1,3,1,2,2,1,1,3,1,1,1,0,0,2,2,2,1,1,1,2,1,2,2,1,1,0,1,0,1,0,1,3,1,0,1,0,1,0,1,1,1,3,1,2,2,0,2,4,0,1,5,2,0,2,0,0,0,2,2,4,0,1,0,2,0,1,1,0,1,1,2,0,2,1,0,1,2,2,5,3,3,1,1,2,2,3,4,4,2,0,0,1,1,3,0,1,1,2,1,0,1,0,1,1,0,1,1,1,1,1,0,1,2,0,0,1,0,2,1,0,0,3,0,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,0,1,2,0,1,0,2,2,1,0,2,0,2,1,2,2,0,5,0,2,0,2,2,0,2,5,0,0,0,1,1,1,0,0,1,1,3,2,1,0,1,1,1,1,3,2,3,1,1
BarCode372,2,1,1,1,1,1,2,0,0,0,1,1,2,1,1,2,2,1,2,1,1,2,0,1,1,0,1,0,0,4,1,3,0,1,2,1,2,2,0,0,2,1,1,0,1,1,0,4,1,0,0,0,0,1,2,1,0,1,0,0,0,2,1,1,1,1,0,1,4,2,2,1,0,0,1,0,1,0,3,3,1,0,0,3,3,3,1,1,0,1,1,1,2,1,0,0,1,0,0,1,1,4,0,0,2,1,1,0,0,1,0,1,1,1,0,0,0,2,0,0,2,1,1,0,1,2,1,1,3,1,0,1,1,0,0,0,0,2,0,3,1,0,0,0,0,1,3,0,1,0,2,2,1,4,0,2,2,4,1,1,3,1,2,3,0,0,0,3,1,2,2,0,1,2,0,1,1,1,0,2,1,3,0,0,1,0,0,3,1,1,1,0,4,0,0,1,1,2,2,5,0,0,1,1,1,0,1,1,0,0,1,2,0,3,0,0,0,1,0,1,0,1,1,0,2,1,1,0,1,1,2,2,1,2,0,0,1,2,1,5,3,0,0,2,0,3,0,2,2,3,0,0,2,1,2,0,0,2,0,2,1,2,2,2,1,0,1,0,2,1,1,0,0,0,0,2,0,0,1,1,1,3,0,2,1,0,1,1,1,1,0,0,2,1,0,0,0,3,3,2
BarCode373,0,0,2,2,0,0,1,0,1,1,0,3,4,0,1,1,0,0,1,2,1,0,1,1,0,1,0,2,0,1,0,1,2,1,1,1,0,0,0,0,1,2,1,1,1,1,2,0,1,0,1,2,0,0,3,3,1,2,2,2,0,1,0,0,0,0,0,1,2,1,0,0,1,0,2,0,2,0,1,2,0,1,2,1,0,2,1,1,0,2,3,2,1,1,0,1,1,3,1,0,3,1,1,1,0,0,2,0,0,1,1,0,0,1,0,2,3,0,0,1,1,0,2,1,1,1,1,3,0,1,3,0,0,0,0,1,3,0,0,1,3,2,3,0,3,2,1,1,2,1,1,1,1,0,5,0,2,1,1,1,1,1,1,2,1,0,3,1,1,2,2,3,3,4,2,0,0,4,1,0,2,1,4,2,0,1,0,1,1,0,2,3,0,1,1,2,2,0,1,1,0,2,5,1,2,0,1,3,3,0,0,0,3,3,0,2,0,0,0,3,1,1,0,0,2,0,1,1,1,1,1,0,2,0,1,2,3,0,0,2,0,1,2,1,1,1,0,0,0,2,1,2,0,1,1,1,3,2,1,1,1,0,0,1,3,0,0,2,0,1,2,2,2,2,1,0,1,0,1,2,1,0,0,3,1,3,0,1,0,1,1,3,1,1,2,3,2,2,0,3
BarCode374,1,4,2,1,3,1,2,1,0,1,4,0,3,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,2,5,0,2,1,0,3,4,2,1,0,0,1,0,1,1,1,0,0,1,4,0,1,1,1,0,0,2,0,1,3,0,1,1,2,0,0,3,0,2,1,1,2,0,1,1,1,2,1,1,1,0,0,0,1,1,2,1,1,1,3,0,1,1,2,1,0,0,1,4,1,2,3,1,1,1,1,2,1,1,2,3,3,0,0,0,0,2,1,0,3,2,0,1,1,0,1,0,2,1,1,0,0,2,0,0,0,2,0,2,1,1,0,1,1,3,1,0,0,2,2,5,1,3,0,2,1,0,0,0,4,1,0,2,3,0,2,1,3,0,0,1,1,1,2,3,0,1,0,0,0,1,1,2,0,2,1,0,3,1,2,2,2,1,0,1,0,1,0,1,2,2,5,3,1,2,0,2,1,2,0,1,0,1,0,0,1,2,1,3,2,1,2,1,1,0,0,0,0,0,2,1,2,0,2,0,2,0,1,1,0,3,1,2,0,2,0,3,0,3,0,1,0,0,0,1,1,1,0,0,5,0,0,0,0,3,1,0,0,2,0,1,0,1,0,2,2,2,1,1,3,2,1,3,2,2,0,1,0,1,1,2,0,1,1,0,2,0,0,0
BarCode375,2,1,3,0,0,0,1,1,2,2,1,0,1,2,2,3,1,2,0,1,0,3,1,3,0,1,0,1,0,3,2,0,1,3,1,0,1,3,0,0,1,1,0,0,2,1,3,1,0,2,1,0,1,1,2,1,2,3,0,3,2,0,1,2,0,1,4,1,0,0,0,1,1,0,2,0,6,0,0,2,0,1,1,0,0,2,0,2,1,0,1,0,0,0,3,1,2,0,0,0,2,1,2,2,2,0,3,1,1,2,4,1,0,0,0,3,3,0,2,0,1,0,1,1,0,0,1,2,1,0,0,3,0,0,2,0,0,1,1,4,2,0,0,3,0,2,0,1,1,1,1,1,2,1,1,3,0,1,4,1,1,1,1,2,0,0,1,2,0,3,1,1,0,0,1,0,1,1,2,0,2,0,1,0,1,2,1,2,1,2,2,1,0,0,2,1,1,1,1,2,0,0,2,0,0,2,1,1,3,0,1,1,1,0,0,0,1,0,1,0,1,0,3,0,1,2,0,0,1,0,0,1,2,3,1,1,0,1,1,1,1,0,0,5,3,0,1,1,1,0,1,1,1,2,0,0,0,5,1,1,0,0,0,0,1,2,2,1,1,1,1,1,0,3,1,2,1,0,1,0,2,2,4,1,2,1,0,0,0,0,4,1,1,3,2,1,2,1,2,1
BarCode376,1,0,2,1,1,1,3,1,0,0,1,0,2,2,0,2,1,0,1,3,0,2,0,0,1,2,1,0,0,1,1,1,1,0,0,1,1,1,1,2,0,1,3,1,0,0,1,0,1,0,0,1,0,1,3,2,3,1,1,0,0,1,3,2,0,0,1,0,3,0,1,1,3,3,2,4,1,0,1,0,0,0,0,4,0,1,1,1,1,2,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,0,0,2,2,2,2,2,1,0,1,0,3,0,0,1,0,1,0,3,0,2,0,5,0,0,1,2,1,0,2,2,1,2,1,1,0,0,1,2,1,1,1,1,0,0,1,0,0,1,1,1,0,1,2,0,0,3,4,1,0,1,3,0,0,1,1,2,0,1,0,1,1,2,0,0,0,0,3,1,0,0,3,1,0,1,1,2,1,2,0,2,0,3,2,0,2,1,2,2,1,0,1,1,1,4,0,2,2,0,1,0,1,2,1,0,2,1,1,1,2,1,2,1,0,1,1,3,0,1,1,3,2,4,3,3,1,2,2,1,0,2,1,0,0,0,1,4,0,3,2,3,0,1,2,4,0,0,0,1,1,2,1,2,2,0,0,1,1,1,0,0,2,0,0,1,3,2,1,2,4,1,0,1,2,2,1,1,0,1,1,1,0,0,1,0
BarCode377,0,0,1,1,3,1,4,2,1,1,2,0,0,1,1,0,1,0,3,0,0,1,0,0,2,1,3,1,1,1,0,0,1,1,0,0,2,2,0,1,1,0,0,4,1,1,1,1,1,0,0,1,0,1,0,1,3,3,1,1,1,1,0,2,1,3,0,3,3,3,1,1,0,1,1,1,0,1,0,2,1,2,2,0,0,0,0,1,0,2,2,2,1,2,2,3,0,0,1,1,1,1,0,2,0,2,1,1,0,2,0,4,6,1,1,1,1,1,1,1,3,0,2,0,1,3,0,0,3,3,3,2,0,0,0,4,3,2,1,1,0,2,0,3,0,2,1,0,3,1,0,1,0,4,0,0,1,2,0,3,3,2,1,3,1,3,0,0,0,1,1,0,1,0,3,1,1,0,1,2,3,0,4,1,2,2,2,1,1,2,0,0,0,2,0,2,1,0,1,0,0,3,0,4,4,3,0,4,0,0,1,1,1,1,1,4,0,0,3,0,2,3,1,1,2,0,0,0,1,0,0,0,3,0,1,2,2,1,0,0,0,3,0,3,0,1,1,1,3,1,3,2,2,1,0,1,0,0,0,0,1,1,1,1,2,0,1,1,4,0,2,0,0,1,0,1,1,0,2,1,0,0,0,0,0,1,2,0,1,1,3,1,2,1,0,0,2,0,2,3
BarCode378,1,4,2,0,0,1,0,2,1,0,2,0,0,1,2,1,2,2,1,2,0,3,1,0,0,1,0,2,3,1,0,1,0,3,1,0,1,1,2,0,0,1,0,2,3,0,1,0,2,0,1,2,2,1,2,1,1,8,2,3,1,2,1,2,0,2,1,3,2,0,4,0,1,0,4,0,1,0,1,0,0,0,0,1,0,1,2,1,1,1,3,1,2,2,2,1,0,0,0,3,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,1,3,2,1,1,0,1,0,2,2,0,0,3,1,1,0,2,2,2,1,0,0,1,3,0,0,1,1,3,0,1,0,1,0,1,2,1,1,1,1,1,0,2,1,2,0,4,1,0,2,1,3,0,1,2,1,0,2,2,0,1,2,1,1,0,0,3,1,2,0,1,1,0,2,0,2,2,0,0,0,2,2,0,0,0,2,0,0,1,1,2,1,1,1,1,0,3,3,3,0,0,0,0,1,2,1,2,3,0,2,1,1,1,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,2,0,0,5,3,3,2,1,0,1,1,0,1,0,0,1,0,4,1,1,1,1,1,0,0,0,2,1,1,0,0,0,0,3,1,2,1,3,0,0,0,3,0,0,0,0,2,2,1,1,1,1,1
BarCode379,0,2,1,4,1,1,2,1,0,2,1,0,1,3,1,0,0,0,0,0,3,0,2,2,2,0,0,0,2,1,1,3,3,0,0,2,0,3,1,1,0,2,0,1,1,1,1,1,1,1,0,0,2,3,2,0,2,2,1,1,0,2,0,0,1,1,1,0,0,0,0,1,1,4,1,0,2,0,1,1,0,4,0,0,1,2,2,4,0,1,1,2,2,1,2,0,1,0,0,0,3,1,2,3,6,1,1,2,3,1,1,0,2,1,0,1,0,0,2,0,0,0,2,1,2,0,2,0,1,0,1,0,0,1,0,1,1,2,2,0,4,0,0,1,1,0,0,1,2,2,3,0,2,1,1,0,1,0,2,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,3,1,2,3,0,3,2,1,0,0,0,1,1,2,2,1,2,2,1,0,1,0,3,1,1,1,0,4,0,0,1,3,0,0,1,1,0,0,1,0,1,0,1,1,3,0,0,1,3,0,1,0,1,1,0,0,1,1,2,0,2,1,0,1,2,3,0,2,1,0,0,3,1,0,1,1,0,3,0,1,3,0,1,1,2,1,0,0,3,2,0,3,0,5,0,3,1,0,1,3,1,0,6,3,1,2,1,0,0,0,1,1,1,1,2,2,2,3,0,5,1,1,2,0,0,1
BarCode380,0,3,1,0,0,1,2,0,1,1,2,2,0,1,1,1,1,1,3,2,3,1,3,2,0,2,3,0,1,2,1,0,0,1,0,2,0,1,2,0,0,3,2,1,4,3,1,1,1,0,2,4,4,2,0,3,3,1,0,2,0,1,0,4,1,0,0,3,0,2,0,0,1,1,0,1,2,0,1,1,3,1,0,0,2,1,0,0,0,1,1,0,0,1,2,2,2,1,2,1,1,3,2,0,0,1,0,0,0,0,2,1,2,0,2,0,0,2,2,0,0,1,1,3,1,2,0,0,1,0,1,0,0,1,2,6,0,4,1,1,1,0,1,1,1,1,1,1,0,1,3,3,0,1,0,1,1,0,1,3,1,0,1,1,1,4,0,0,2,1,1,1,1,0,0,1,0,2,0,1,0,0,4,3,0,2,0,0,3,1,1,1,1,0,0,1,0,1,0,2,2,3,0,0,5,2,2,0,0,1,0,1,0,1,0,4,2,3,0,0,1,1,1,0,3,1,1,0,0,2,1,1,0,3,1,2,2,4,1,1,2,2,1,0,1,1,1,0,1,0,0,0,3,2,0,1,4,0,0,4,1,1,0,0,2,0,1,0,2,1,1,0,1,2,1,0,2,3,3,3,1,0,0,3,1,2,0,3,1,2,0,0,1,1,0,0,0,1,1,2
BarCode381,2,0,1,1,1,2,1,0,1,5,1,2,3,0,2,0,1,2,1,2,2,0,1,0,1,0,3,2,1,0,1,1,4,0,1,1,2,0,1,1,0,1,0,0,1,1,1,1,1,0,2,1,2,4,1,1,0,0,6,3,0,1,0,0,1,1,3,3,2,2,1,2,0,1,3,3,2,5,0,3,1,0,0,2,2,0,5,0,0,2,1,1,1,3,0,5,1,2,0,1,2,0,2,1,1,6,1,0,0,0,1,1,2,2,2,1,0,1,0,1,1,1,4,1,0,2,4,1,1,2,2,2,0,0,0,1,0,0,0,0,2,1,4,1,0,1,1,0,0,1,0,1,0,2,1,1,3,1,1,2,1,3,0,1,0,1,1,2,0,1,0,0,2,0,2,0,0,2,1,1,0,0,0,0,2,0,1,2,1,0,0,1,1,1,0,0,3,2,3,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,1,1,1,3,0,0,0,1,1,2,0,0,1,1,0,6,0,2,1,3,0,3,1,1,0,2,0,0,0,2,0,0,0,4,0,2,2,1,2,4,1,2,0,0,1,6,1,0,1,2,0,1,1,1,2,1,1,0,1,1,1,1,0,3,0,1,0,2,3,3,2,0,2,0,1,1,4,3,0,1,1,4,0,0,1
BarCode382,0,2,2,0,1,0,3,1,1,2,2,0,1,1,0,1,1,0,0,3,1,0,1,0,0,0,1,1,1,4,0,1,0,1,1,1,0,0,0,2,4,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,1,1,2,2,0,5,3,2,0,2,0,0,1,0,1,0,0,2,1,2,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,2,1,2,0,1,1,2,0,1,1,0,1,0,1,1,1,0,0,1,2,1,2,0,1,1,2,0,0,2,3,3,1,2,0,1,0,1,0,5,0,0,2,0,0,0,3,0,4,0,0,1,1,1,2,1,1,2,0,3,0,1,0,4,2,1,2,2,0,0,0,2,2,1,1,0,2,0,0,1,2,3,2,1,0,2,2,1,0,2,1,0,2,1,0,0,0,0,0,0,2,3,5,2,3,0,0,6,1,1,0,3,0,2,1,1,1,3,1,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,3,2,6,1,1,0,2,2,1,0,1,1,1,2,2,0,1,1,1,1,0,4,1,0,0,2,1,1,0,0,1,1,1,0,4,1,1,0,0,1,0,0,2,0,0,1,0,2,5,1,0,0,4,4,1,0,0,2,2,2,3,0,1,1,1
BarCode383,0,1,2,1,1,2,1,1,0,0,2,0,0,0,1,1,3,1,0,1,1,0,0,1,1,1,0,1,2,3,0,0,0,0,0,1,2,3,0,3,0,2,1,0,3,1,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,2,1,2,0,0,1,4,0,5,1,2,2,1,0,4,2,1,1,1,1,3,1,1,3,0,0,1,3,1,0,2,1,2,0,1,1,1,2,0,4,1,1,0,0,1,1,0,2,0,1,1,1,1,0,0,0,4,2,0,2,1,1,2,1,2,2,1,1,0,1,1,2,3,1,0,3,0,1,0,0,2,1,1,1,3,1,0,0,2,0,0,1,0,2,0,1,0,0,0,1,2,1,2,0,3,2,1,0,0,0,1,0,0,0,1,1,1,1,2,2,0,1,2,0,1,1,2,0,0,1,0,2,2,2,1,4,1,2,0,2,0,0,0,1,2,1,0,2,1,0,0,0,1,1,1,3,3,0,0,2,2,0,1,0,3,0,1,1,2,0,1,2,2,0,0,1,0,0,1,2,1,1,0,1,0,1,0,0,2,2,2,0,2,1,0,2,1,2,0,4,2,2,0,1,1,0,2,1,1,3,1,0,2,3,0,1,1,1,3,2,2,1,1,1,2,0,0,0,2,1,0,2
